Asset,Model,Input Type,Feature Type,Strategy,Validation Sharpe,Validation Precision,Validation Recall,Validation Avg Return,Test Sharpe,Test Precision,Test Recall,Test Avg Return
BTC,GRU,ohlc,raw,long,0.07529314123021383,0.5397196261682243,0.0414498474789162,0.0004425313044254573,,1.0,0.00018021265092809516,0.0003245002630194
BTC,GRU,ohlc,extended,long,0.09096511416120447,0.6548672566371682,0.013278306118787008,0.0006759338853164835,0.7139304269418218,0.6666666666666666,0.0003604253018561903,0.007620813645209133
BTC,LightGBM,ohlc,extended,long,0.09516917582776653,0.5849056603773585,0.016654727793696276,0.00034991478482744744,0.23301588335051554,0.6,0.010793308148947653,0.0007356200867536389
BTC,Logistic Regression,ohlc,raw,long,0.06846719372494353,0.5909090909090909,0.013968481375358166,0.0008495150234749292,0.08066924188078818,0.5770750988142292,0.02626371649577262,0.0006744993136065309
BTC,Logistic Regression,ohlc,extended,long,0.07159898361811426,0.6197916666666666,0.04262177650429799,0.0004426383062880509,0.050789048873799855,0.5698529411764706,0.02788271271811477,0.00037497613139863043
BTC,Logistic Regression,candle,extended,long,0.08994627527329699,0.6314699792960663,0.05462034383954155,0.0007408996968312935,0.10956359279593234,0.5674676524953789,0.055225760028782156,0.0008474696202368132
BTC,GRU,candle,raw,long,0.11195690412247358,0.5902255639097744,0.028171541360129195,0.0011949784341772215,0.0813961249599726,0.5461711711711712,0.08740313570012614,0.0007087037063887508
BTC,LightGBM,ohlc,raw,long,0.02939841625622752,0.530638852672751,0.07288681948424068,0.00010680438724056443,0.17437148023831167,0.5454545454545454,0.01834862385321101,0.0004423431635039791
BTC,LightGBM,candle,raw,long,0.06637075657358761,0.5319940476190477,0.12804441260744986,0.0003199920159451587,0.030432581393116203,0.5388828039430449,0.08850512682137075,0.0001860216803325925
BTC,XGBoost,ohlc,extended,long,0.05073044911525039,0.5435022026431718,0.17675501432664756,0.00022818283797696986,0.04032863672978121,0.5372907153729072,0.19050188882892607,0.00017800233456354619
BTC,RSI,rule,rule,long,0.017392808960042937,0.5525309336332959,0.44014336917562724,9.127639009563919e-05,0.018483884968819957,0.5370082240497889,0.43476696059024655,9.55697550100936e-05
BTC,XGBoost,candle,extended,long,0.053604024245229774,0.5568181818181818,0.11407593123209168,0.000254753680881923,0.03501603537065477,0.5270440251572327,0.15074653714696887,0.0001607279970984543
BTC,SMA,rule,rule,long,0.027478554871684716,0.5325670498084292,0.07498651321704729,0.00016683947449862353,-0.002716220222903594,0.5223367697594502,0.05489346334416757,-1.7310779073467822e-05
BTC,LightGBM,candle,extended,long,0.14876522204417816,0.6019417475728155,0.011103151862464184,0.0007066452510240629,-0.00948201500936275,0.5222222222222223,0.01690951610001799,-5.052027783957521e-05
BTC,XGBoost,candle,raw,long,0.0018461933601245167,0.5136540962288687,0.4244269340974212,9.448285110984353e-06,0.03626822163087065,0.5220824802573852,0.3211009174311927,0.0002200728623516559
BTC,Logistic Regression,candle,raw,long,0.033551584008504304,0.5398773006134969,0.015759312320916905,0.0004248492665353173,0.07943178000188991,0.5211640211640212,0.03543802842237813,0.0007010858192389939
